REGION,YEAR,WEEK,% WEIGHTED ILI
Region 10,2017,28,0.138835
National,2017,28,0.752505
Region 1,2017,29,0.292155
Region 2,2017,29,1.4452
Region 3,2017,29,0.662374
Region 4,2017,29,0.489899
Region 5,2017,29,0.553207
Region 6,2017,29,1.1619
Region 7,2017,29,0.0831066
Region 8,2017,29,0.22517
Region 9,2017,29,1.04083
Region 10,2017,29,0.143399
National,2017,29,0.731146
Region 1,2017,30,0.313797
Region 2,2017,30,1.45844
Region 3,2017,30,0.704218
Region 4,2017,30,0.536533
Region 5,2017,30,0.559602
Region 6,2017,30,1.14309
Region 7,2017,30,0.186993
Region 8,2017,30,0.191863
Region 9,2017,30,0.951545
Region 10,2017,30,0.109022
National,2017,30,0.733295
Region 1,2017,31,0.303233
Region 2,2017,31,1.32634
Region 3,2017,31,0.797999
Region 4,2017,31,0.476357
Region 5,2017,31,0.602327
Region 6,2017,31,1.15229
Region 7,2017,31,0.174172
Region 8,2017,31,0.33984
Region 9,2017,31,0.892872
Region 10,2017,31,0.364459
National,2017,31,0.73102
Region 1,2017,32,0.286054
Region 2,2017,32,1.34715
Region 3,2017,32,0.586092
Region 4,2017,32,0.483647
Region 5,2017,32,0.612967
Region 6,2017,32,0.96867
Region 7,2017,32,0.115888
Region 8,2017,32,0.359646
Region 9,2017,32,0.912778
Region 10,2017,32,0.240377
National,2017,32,0.68834
Region 1,2017,33,0.341359
Region 2,2017,33,1.15738
Region 3,2017,33,0.611163
Region 4,2017,33,0.674289
Region 5,2017,33,0.637141
Region 6,2017,33,1.02289
Region 7,2017,33,0.112074
Region 8,2017,33,0.326402
Region 9,2017,33,1.012
Region 10,2017,33,0.126923
National,2017,33,0.732049
Region 1,2017,34,0.325429
Region 2,2017,34,1.41483
Region 3,2017,34,0.623141
Region 4,2017,34,0.782784
Region 5,2017,34,0.627954
Region 6,2017,34,1.66355
Region 7,2017,34,0.233776
Region 8,2017,34,0.419146
Region 9,2017,34,1.26206
Region 10,2017,34,0.241729
National,2017,34,0.911188
Region 1,2017,35,0.339203
Region 2,2017,35,1.32425
Region 3,2017,35,0.781271
Region 4,2017,35,1.11294
Region 5,2017,35,0.724628
Region 6,2017,35,1.74834
Region 7,2017,35,0.142496
Region 8,2017,35,0.714684
Region 9,2017,35,1.28077
Region 10,2017,35,0.293072
National,2017,35,1.02105
Region 1,2017,36,0.289899
Region 2,2017,36,1.46271
Region 3,2017,36,0.855259
Region 4,2017,36,1.17628
Region 5,2017,36,0.868354
Region 6,2017,36,1.78512
Region 7,2017,36,0.396513
Region 8,2017,36,0.800955
Region 9,2017,36,1.30647
Region 10,2017,36,0.222412
National,2017,36,1.09495
Region 1,2017,37,0.469752
Region 2,2017,37,1.41239
Region 3,2017,37,0.755999
Region 4,2017,37,0.937823
Region 5,2017,37,1.04165
Region 6,2017,37,1.75812
Region 7,2017,37,0.27963
Region 8,2017,37,0.331921
Region 9,2017,37,1.57206
Region 10,2017,37,0.450716
National,2017,37,1.09475
Region 1,2017,38,0.441854
Region 2,2017,38,1.50881
Region 3,2017,38,0.85242
Region 4,2017,38,0.904242
Region 5,2017,38,1.11346
Region 6,2017,38,1.60371
Region 7,2017,38,0.535088
Region 8,2017,38,0.427048
Region 9,2017,38,1.47989
Region 10,2017,38,0.451331
National,2017,38,1.09775
Region 1,2017,39,0.467866
Region 2,2017,39,1.55442
Region 3,2017,39,0.980626
Region 4,2017,39,1.02859
Region 5,2017,39,1.29017
Region 6,2017,39,1.79261
Region 7,2017,39,0.54052
Region 8,2017,39,0.518725
Region 9,2017,39,1.45307
Region 10,2017,39,0.378646
National,2017,39,1.18882
Region 1,2017,40,0.714489
Region 2,2017,40,1.52964
Region 3,2017,40,0.926452
Region 4,2017,40,1.15704
Region 5,2017,40,1.13883
Region 6,2017,40,1.91763
Region 7,2017,40,0.625799
Region 8,2017,40,0.473124
Region 9,2017,40,1.76737
Region 10,2017,40,0.520871
National,2017,40,1.26589
Region 1,2017,41,0.797907
Region 2,2017,41,1.63699
Region 3,2017,41,0.990782
Region 4,2017,41,1.2559
Region 5,2017,41,1.16684
Region 6,2017,41,2.04769
Region 7,2017,41,0.700961
Region 8,2017,41,0.559737
Region 9,2017,41,1.55246
Region 10,2017,41,0.63234
National,2017,41,1.30479
Region 1,2017,42,0.796885
Region 2,2017,42,1.86708
Region 3,2017,42,1.02534
Region 4,2017,42,1.25906
Region 5,2017,42,1.14011
Region 6,2017,42,2.02153
Region 7,2017,42,0.832588
Region 8,2017,42,0.56036
Region 9,2017,42,1.58034
Region 10,2017,42,0.799399
National,2017,42,1.34075
Region 1,2017,43,0.972133
Region 2,2017,43,2.09091
Region 3,2017,43,1.1191
Region 4,2017,43,1.59472
Region 5,2017,43,1.23078
Region 6,2017,43,2.23701
Region 7,2017,43,0.943455
Region 8,2017,43,0.697744
Region 9,2017,43,1.72695
Region 10,2017,43,0.706956
National,2017,43,1.51674
Region 1,2017,44,0.948321
Region 2,2017,44,2.41627
Region 3,2017,44,1.1806
Region 4,2017,44,1.78955
Region 5,2017,44,1.22608
Region 6,2017,44,2.94144
Region 7,2017,44,1.16063
Region 8,2017,44,0.696275
Region 9,2017,44,2.01706
Region 10,2017,44,0.956682
National,2017,44,1.74583
Region 1,2017,45,1.08227
Region 2,2017,45,2.39732
Region 3,2017,45,1.30465
Region 4,2017,45,2.12802
Region 5,2017,45,1.32897
Region 6,2017,45,3.31967
Region 7,2017,45,1.25143
Region 8,2017,45,0.772473
Region 9,2017,45,1.92015
Region 10,2017,45,1.00098
National,2017,45,1.88708
Region 1,2017,46,1.19375
Region 2,2017,46,2.828
Region 3,2017,46,1.581
Region 4,2017,46,2.22418
Region 5,2017,46,1.21085
Region 6,2017,46,3.92209
Region 7,2017,46,1.40765
Region 8,2017,46,0.842594
Region 9,2017,46,2.02108
Region 10,2017,46,0.929811
National,2017,46,2.05923
Region 1,2017,47,1.59658
Region 2,2017,47,2.83733
Region 3,2017,47,1.64013
Region 4,2017,47,2.54255
Region 5,2017,47,1.54292
Region 6,2017,47,4.11395
Region 7,2017,47,1.72814
Region 8,2017,47,0.935706
Region 9,2017,47,2.17777
Region 10,2017,47,1.25088
National,2017,47,2.27971
Region 1,2017,48,1.53606
Region 2,2017,48,2.97265
Region 3,2017,48,1.60673
Region 4,2017,48,2.23681
Region 5,2017,48,1.59701
Region 6,2017,48,4.61822
Region 7,2017,48,1.47504
Region 8,2017,48,0.949127
Region 9,2017,48,2.15808
Region 10,2017,48,1.20543
National,2017,48,2.28379
Region 1,2017,49,1.6577
Region 2,2017,49,3.15216
Region 3,2017,49,1.6323
Region 4,2017,49,2.5325
Region 5,2017,49,1.92288
Region 6,2017,49,5.14474
Region 7,2017,49,2.05556
Region 8,2017,49,1.13022
Region 9,2017,49,2.596
Region 10,2017,49,1.11517
National,2017,49,2.58278
Region 1,2017,50,1.82267
Region 2,2017,50,3.59161
Region 3,2017,50,1.83916
Region 4,2017,50,3.10558
Region 5,2017,50,2.18404
Region 6,2017,50,7.99198
Region 7,2017,50,2.75354
Region 8,2017,50,1.32612
Region 9,2017,50,3.56156
Region 10,2017,50,1.30968
National,2017,50,3.36558
Region 1,2017,51,2.24475
Region 2,2017,51,4.3243
Region 3,2017,51,2.29733
Region 4,2017,51,4.62754
Region 5,2017,51,3.19187
Region 6,2017,51,11.6106
Region 7,2017,51,4.32304
Region 8,2017,51,1.93549
Region 9,2017,51,4.73611
Region 10,2017,51,2.15611
National,2017,51,4.73117
Region 1,2017,52,2.82739
Region 2,2017,52,4.52747
Region 3,2017,52,3.53525
Region 4,2017,52,5.3309
Region 5,2017,52,4.75027
Region 6,2017,52,10.4245
Region 7,2017,52,7.25157
Region 8,2017,52,2.42647
Region 9,2017,52,6.93868
Region 10,2017,52,4.34775
National,2017,52,5.70943
Region 1,2018,1,2.94107
Region 2,2018,1,4.93792
Region 3,2018,1,3.43385
Region 4,2018,1,5.35557
Region 5,2018,1,4.41441
Region 6,2018,1,11.0059
Region 7,2018,1,7.62744
Region 8,2018,1,2.55038
Region 9,2018,1,6.53023
Region 10,2018,1,4.78676
National,2018,1,5.74658
Region 1,2018,2,2.86319
Region 2,2018,2,5.89362
Region 3,2018,2,3.70733
Region 4,2018,2,6.64069
Region 5,2018,2,4.71296
Region 6,2018,2,11.5045
Region 7,2018,2,6.72613
Region 8,2018,2,2.61857
Region 9,2018,2,4.75624
Region 10,2018,2,4.15034
National,2018,2,5.89207
Region 1,2018,3,3.72799
Region 2,2018,3,6.831
Region 3,2018,3,4.75691
Region 4,2018,3,8.35345
Region 5,2018,3,5.06626
Region 6,2018,3,11.716
Region 7,2018,3,8.3421
Region 8,2018,3,2.76747
Region 9,2018,3,4.16472
Region 10,2018,3,3.86796
National,2018,3,6.51759
Region 1,2018,4,4.26588
Region 2,2018,4,8.44625
Region 3,2018,4,5.97045
Region 4,2018,4,9.23174
Region 5,2018,4,5.29509
Region 6,2018,4,12.7142
Region 7,2018,4,8.86645
Region 8,2018,4,2.82465
Region 9,2018,4,4.03733
Region 10,2018,4,3.99004
National,2018,4,7.16338
Region 1,2018,5,5.1923
Region 2,2018,5,9.84631
Region 3,2018,5,7.06078
Region 4,2018,5,9.25521
Region 5,2018,5,5.65908
Region 6,2018,5,12.5047
Region 7,2018,5,8.80663
Region 8,2018,5,3.24954
Region 9,2018,5,4.29233
Region 10,2018,5,3.68608
National,2018,5,7.52133
Region 1,2018,6,5.78721
Region 2,2018,6,10.3506
Region 3,2018,6,7.51172
Region 4,2018,6,9.00779
Region 5,2018,6,5.8077
Region 6,2018,6,11.3711
Region 7,2018,6,8.74478
Region 8,2018,6,3.18167
Region 9,2018,6,3.98843
Region 10,2018,6,2.95199
National,2018,6,7.38748
Region 1,2018,7,5.26147
Region 2,2018,7,10.1735
Region 3,2018,7,7.34917
Region 4,2018,7,6.98828
Region 5,2018,7,4.6786
Region 6,2018,7,9.56616
Region 7,2018,7,7.79645
Region 8,2018,7,3.02627
Region 9,2018,7,3.89016
Region 10,2018,7,2.70056
National,2018,7,6.44688
Region 1,2018,8,4.38854
Region 2,2018,8,7.36484
Region 3,2018,8,5.53973
Region 4,2018,8,4.76595
Region 5,2018,8,3.79907
Region 6,2018,8,7.26319
Region 7,2018,8,5.61847
Region 8,2018,8,2.93967
Region 9,2018,8,3.6801
Region 10,2018,8,2.7734
National,2018,8,4.95881
Region 1,2018,9,3.41332
Region 2,2018,9,4.95815
Region 3,2018,9,3.78776
Region 4,2018,9,3.08799
Region 5,2018,9,2.97213
Region 6,2018,9,5.35006
Region 7,2018,9,4.01667
Region 8,2018,9,2.16326
Region 9,2018,9,3.65283
Region 10,2018,9,2.38842
National,2018,9,3.68612
Region 1,2018,10,2.55242
Region 2,2018,10,4.64753
Region 3,2018,10,2.89521
Region 4,2018,10,2.71229
Region 5,2018,10,2.63215
Region 6,2018,10,4.27347
Region 7,2018,10,3.59271
Region 8,2018,10,1.89284
Region 9,2018,10,3.43116
Region 10,2018,10,1.95807
National,2018,10,3.18626
Region 1,2018,11,2.42643
Region 2,2018,11,3.6831
Region 3,2018,11,2.66651
Region 4,2018,11,2.40824
Region 5,2018,11,2.30105
Region 6,2018,11,3.35348
Region 7,2018,11,2.49904
Region 8,2018,11,1.60878
Region 9,2018,11,3.24312
Region 10,2018,11,2.47377
National,2018,11,2.76894
Region 1,2018,12,2.08403
Region 2,2018,12,3.20794
Region 3,2018,12,2.52981
Region 4,2018,12,2.04185
Region 5,2018,12,2.22336
Region 6,2018,12,2.83427
Region 7,2018,12,2.73415
Region 8,2018,12,1.2732
Region 9,2018,12,2.96904
Region 10,2018,12,2.21496
National,2018,12,2.48706
Region 1,2018,13,2.19066
Region 2,2018,13,3.21338
Region 3,2018,13,2.47931
Region 4,2018,13,2.05329
Region 5,2018,13,2.16796
Region 6,2018,13,2.95336
Region 7,2018,13,1.97997
Region 8,2018,13,1.08504
Region 9,2018,13,2.74521
Region 10,2018,13,1.87625
National,2018,13,2.40802
Region 1,2018,14,2.03106
Region 2,2018,14,2.90488
Region 3,2018,14,1.99038
Region 4,2018,14,1.77067
Region 5,2018,14,1.76048
Region 6,2018,14,2.49171
Region 7,2018,14,1.73584
Region 8,2018,14,1.12627
Region 9,2018,14,2.4076
Region 10,2018,14,1.68045
National,2018,14,2.07483
Region 1,2018,15,1.89908
Region 2,2018,15,2.56448
Region 3,2018,15,1.73251
Region 4,2018,15,1.49163
Region 5,2018,15,1.68205
Region 6,2018,15,2.13115
Region 7,2018,15,1.29236
Region 8,2018,15,0.842282
Region 9,2018,15,1.97652
Region 10,2018,15,1.15663
National,2018,15,1.77898
Region 1,2018,16,1.77098
Region 2,2018,16,2.28189
Region 3,2018,16,1.49447
Region 4,2018,16,1.29232
Region 5,2018,16,1.44979
Region 6,2018,16,2.12088
Region 7,2018,16,0.875072
Region 8,2018,16,0.68162
Region 9,2018,16,1.96057
Region 10,2018,16,1.06773
National,2018,16,1.61487
Region 1,2018,17,1.49462
Region 2,2018,17,2.18437
Region 3,2018,17,1.33781
Region 4,2018,17,1.2095
Region 5,2018,17,1.36738
Region 6,2018,17,2.03449
Region 7,2018,17,0.959192
Region 8,2018,17,0.786336
Region 9,2018,17,2.00626
Region 10,2018,17,0.750455
National,2018,17,1.5385
Region 1,2018,18,1.34454
Region 2,2018,18,2.97661
Region 3,2018,18,1.25161
Region 4,2018,18,1.19057
Region 5,2018,18,1.14788
Region 6,2018,18,1.98637
Region 7,2018,18,0.485035
Region 8,2018,18,0.643685
Region 9,2018,18,1.97314
Region 10,2018,18,0.752148
National,2018,18,1.52612
Region 1,2018,19,0.993134
Region 2,2018,19,1.99419
Region 3,2018,19,0.886278
Region 4,2018,19,0.998856
Region 5,2018,19,1.03234
Region 6,2018,19,1.92456
Region 7,2018,19,0.525801
Region 8,2018,19,0.496602
Region 9,2018,19,1.84014
Region 10,2018,19,0.70532
National,2018,19,1.28847
Region 1,2018,20,0.958522
Region 2,2018,20,1.95103
Region 3,2018,20,0.866576
Region 4,2018,20,0.957264
Region 5,2018,20,0.941332
Region 6,2018,20,1.54811
Region 7,2018,20,0.614223
Region 8,2018,20,0.544957
Region 9,2018,20,1.65748
Region 10,2018,20,0.611919
National,2018,20,1.18344
Region 1,2018,21,1.35103
Region 2,2018,21,2.07015
Region 3,2018,21,0.90358
Region 4,2018,21,0.943487
Region 5,2018,21,0.975639
Region 6,2018,21,1.71159
Region 7,2018,21,0.669485
Region 8,2018,21,0.549032
Region 9,2018,21,1.72129
Region 10,2018,21,0.538392
National,2018,21,1.24919
Region 1,2018,22,0.704539
Region 2,2018,22,1.91661
Region 3,2018,22,0.923076
Region 4,2018,22,0.866142
Region 5,2018,22,0.919976
Region 6,2018,22,1.52038
Region 7,2018,22,0.552918
Region 8,2018,22,0.714392
Region 9,2018,22,1.64081
Region 10,2018,22,0.412262
National,2018,22,1.14131
Region 1,2018,23,0.594143
Region 2,2018,23,1.51493
Region 3,2018,23,1.00452
Region 4,2018,23,0.775926
Region 5,2018,23,0.775796
Region 6,2018,23,1.41077
Region 7,2018,23,0.411285
Region 8,2018,23,0.427188
Region 9,2018,23,1.33959
Region 10,2018,23,0.44774
National,2018,23,0.9878
Region 1,2018,24,0.670237
Region 2,2018,24,1.42361
Region 3,2018,24,0.728166
Region 4,2018,24,0.647844
Region 5,2018,24,0.572249
Region 6,2018,24,1.42627
Region 7,2018,24,0.36296
Region 8,2018,24,0.313905
Region 9,2018,24,1.34841
Region 10,2018,24,0.452247
National,2018,24,0.895565
Region 1,2018,25,0.773475
Region 2,2018,25,1.40763
Region 3,2018,25,0.689275
Region 4,2018,25,0.605189
Region 5,2018,25,0.54625
Region 6,2018,25,1.25356
Region 7,2018,25,0.164442
Region 8,2018,25,0.35226
Region 9,2018,25,1.62076
Region 10,2018,25,0.47953
National,2018,25,0.892204
Region 1,2018,26,0.901473
Region 2,2018,26,1.28324
Region 3,2018,26,0.689769
Region 4,2018,26,0.468432
Region 5,2018,26,0.557642
Region 6,2018,26,1.4386
Region 7,2018,26,0.390854
Region 8,2018,26,0.288182
Region 9,2018,26,1.48215
Region 10,2018,26,0.549856
National,2018,26,0.877184
Region 1,2018,27,0.502517
Region 2,2018,27,1.27543
Region 3,2018,27,0.665195
Region 4,2018,27,0.601611
Region 5,2018,27,0.528661
Region 6,2018,27,1.13421
Region 7,2018,27,0.248292
Region 8,2018,27,0.221924
Region 9,2018,27,1.18054
Region 10,2018,27,0.458911
National,2018,27,0.780203
Region 1,2018,28,0.744742
Region 2,2018,28,0.897869
Region 3,2018,28,0.65648
Region 4,2018,28,0.574884
Region 5,2018,28,0.536227
Region 6,2018,28,1.18297
Region 7,2018,28,0.174719
Region 8,2018,28,0.250119
Region 9,2018,28,1.03092
Region 10,2018,28,0.345018
National,2018,28,0.725075
Region 1,2018,29,0.917575
Region 2,2018,29,1.10442
Region 3,2018,29,0.468338
Region 4,2018,29,0.473682
Region 5,2018,29,0.574669
Region 6,2018,29,0.977369
Region 7,2018,29,0.226168
Region 8,2018,29,0.206937
Region 9,2018,29,0.94885
Region 10,2018,29,0.323305
National,2018,29,0.68247
Region 1,2018,30,0.503441
Region 2,2018,30,0.983368
Region 3,2018,30,0.453637
Region 4,2018,30,0.522749
Region 5,2018,30,0.445023
Region 6,2018,30,0.931847
Region 7,2018,30,0.13167
Region 8,2018,30,0.163283
Region 9,2018,30,1.01667
Region 10,2018,30,0.367041
National,2018,30,0.640393
Region 1,2018,31,0.438464
Region 2,2018,31,1.00842
Region 3,2018,31,0.471383
Region 4,2018,31,0.47859
Region 5,2018,31,0.538439
Region 6,2018,31,0.982752
Region 7,2018,31,0.155556
Region 8,2018,31,0.197282
Region 9,2018,31,0.939892
Region 10,2018,31,0.237159
National,2018,31,0.639127
Region 1,2018,32,0.771223
Region 2,2018,32,1.09543
Region 3,2018,32,0.47077
Region 4,2018,32,0.5025
Region 5,2018,32,0.472081
Region 6,2018,32,1.19503
Region 7,2018,32,0.277188
Region 8,2018,32,0.250558
Region 9,2018,32,1.00877
Region 10,2018,32,0.33245
National,2018,32,0.705637
Region 1,2018,33,0.522858
Region 2,2018,33,1.04028
Region 3,2018,33,0.48385
Region 4,2018,33,0.706872
Region 5,2018,33,0.515979
Region 6,2018,33,0.995902
Region 7,2018,33,0.248476
Region 8,2018,33,0.255081
Region 9,2018,33,0.995341
Region 10,2018,33,0.293927
National,2018,33,0.707801
Region 1,2018,34,0.742772
Region 2,2018,34,1.23797
Region 3,2018,34,0.620948
Region 4,2018,34,0.763744
Region 5,2018,34,0.568469
Region 6,2018,34,1.31735
Region 7,2018,34,0.371052
Region 8,2018,34,0.321643
Region 9,2018,34,1.00818
Region 10,2018,34,0.237899
National,2018,34,0.822659
Region 1,2018,35,0.562611
Region 2,2018,35,1.16209
Region 3,2018,35,0.581021
Region 4,2018,35,0.865641
Region 5,2018,35,0.664523
Region 6,2018,35,1.26283
Region 7,2018,35,0.456272
Region 8,2018,35,0.34631
Region 9,2018,35,1.14666
Region 10,2018,35,0.392777
National,2018,35,0.859864
Region 1,2018,36,0.710041
Region 2,2018,36,1.43392
Region 3,2018,36,0.702887
Region 4,2018,36,1.09321
Region 5,2018,36,0.809583
Region 6,2018,36,1.78633
Region 7,2018,36,0.701872
Region 8,2018,36,0.527411
Region 9,2018,36,1.409
Region 10,2018,36,0.470784
National,2018,36,1.10083
Region 1,2018,37,0.963654
Region 2,2018,37,1.54246
Region 3,2018,37,0.773528
Region 4,2018,37,0.994241
Region 5,2018,37,0.94096
Region 6,2018,37,1.8517
Region 7,2018,37,0.549544
Region 8,2018,37,0.388545
Region 9,2018,37,1.57658
Region 10,2018,37,0.46169
National,2018,37,1.15323
Region 1,2018,38,1.1805
Region 2,2018,38,1.88829
Region 3,2018,38,0.897002
Region 4,2018,38,0.997486
Region 5,2018,38,1.08804
Region 6,2018,38,1.78941
Region 7,2018,38,0.521293
Region 8,2018,38,0.638062
Region 9,2018,38,1.39619
Region 10,2018,38,0.55536
National,2018,38,1.20178
Region 1,2018,39,0.911966
Region 2,2018,39,2.05903
Region 3,2018,39,1.04843
Region 4,2018,39,1.06629
Region 5,2018,39,0.973622
Region 6,2018,39,2.05765
Region 7,2018,39,0.455528
Region 8,2018,39,0.568779
Region 9,2018,39,1.39459
Region 10,2018,39,0.510904
National,2018,39,1.2498
Region 1,2018,40,1.03086
Region 2,2018,40,2.40705
Region 3,2018,40,1.02938
Region 4,2018,40,1.24084
Region 5,2018,40,1.00242
Region 6,2018,40,2.28816
Region 7,2018,40,0.809146
Region 8,2018,40,1.53406
Region 9,2018,40,1.45424
Region 10,2018,40,0.578762
National,2018,40,1.41876
Region 1,2018,41,1.08774
Region 2,2018,41,2.29853
Region 3,2018,41,1.12617
Region 4,2018,41,1.34703
Region 5,2018,41,1.07372
Region 6,2018,41,2.00975
Region 7,2018,41,0.883625
Region 8,2018,41,1.59296
Region 9,2018,41,1.29363
Region 10,2018,41,0.662063
National,2018,41,1.40077
Region 1,2018,42,1.12386
Region 2,2018,42,2.46048
Region 3,2018,42,1.30645
Region 4,2018,42,1.35855
Region 5,2018,42,1.01755
Region 6,2018,42,2.16075
Region 7,2018,42,0.864705
Region 8,2018,42,1.7847
Region 9,2018,42,1.43563
Region 10,2018,42,0.55549
National,2018,42,1.47139
Region 1,2018,43,1.19283
Region 2,2018,43,2.58571
Region 3,2018,43,1.29501
Region 4,2018,43,1.64623
Region 5,2018,43,1.15672
Region 6,2018,43,2.52527
Region 7,2018,43,1.08692
Region 8,2018,43,1.72335
Region 9,2018,43,1.53394
Region 10,2018,43,0.601457
National,2018,43,1.63634
Region 1,2018,44,1.19766
Region 2,2018,44,2.52453
Region 3,2018,44,1.50833
Region 4,2018,44,1.81154
Region 5,2018,44,1.33366
Region 6,2018,44,2.79139
Region 7,2018,44,1.29658
Region 8,2018,44,1.84374
Region 9,2018,44,1.72756
Region 10,2018,44,0.653545
National,2018,44,1.79125
Region 1,2018,45,1.35746
Region 2,2018,45,2.58885
Region 3,2018,45,1.5906
Region 4,2018,45,1.91672
Region 5,2018,45,1.26681
Region 6,2018,45,2.98967
Region 7,2018,45,1.26966
Region 8,2018,45,2.03272
Region 9,2018,45,1.80271
Region 10,2018,45,0.729821
National,2018,45,1.86871
Region 1,2018,46,1.33773
Region 2,2018,46,2.78365
Region 3,2018,46,1.542
Region 4,2018,46,1.99692
Region 5,2018,46,1.34123
Region 6,2018,46,3.32955
Region 7,2018,46,0.963909
Region 8,2018,46,2.17481
Region 9,2018,46,1.9863
Region 10,2018,46,0.895721
National,2018,46,1.98121
Region 1,2018,47,1.57641
Region 2,2018,47,3.10646
Region 3,2018,47,1.82669
Region 4,2018,47,2.29561
Region 5,2018,47,1.57135
Region 6,2018,47,3.63767
Region 7,2018,47,1.40643
Region 8,2018,47,2.37747
Region 9,2018,47,2.09952
Region 10,2018,47,1.01564
National,2018,47,2.23487
Region 1,2018,48,1.44648
Region 2,2018,48,2.80702
Region 3,2018,48,1.66322
Region 4,2018,48,2.14917
Region 5,2018,48,1.50342
Region 6,2018,48,3.39675
Region 7,2018,48,1.37924
Region 8,2018,48,2.51482
Region 9,2018,48,2.31126
Region 10,2018,48,0.911587
National,2018,48,2.14572
Region 1,2018,49,1.85285
Region 2,2018,49,3.34601
Region 3,2018,49,1.6979
Region 4,2018,49,2.19446
Region 5,2018,49,1.47836
Region 6,2018,49,3.34086
Region 7,2018,49,1.42108
Region 8,2018,49,2.69049
Region 9,2018,49,2.47222
Region 10,2018,49,0.915972
National,2018,49,2.25134
Region 1,2018,50,1.86306
Region 2,2018,50,3.69764
Region 3,2018,50,2.07991
Region 4,2018,50,2.72594
Region 5,2018,50,1.73258
Region 6,2018,50,3.85029
Region 7,2018,50,2.01181
Region 8,2018,50,3.26893
Region 9,2018,50,2.82815
Region 10,2018,50,1.0552
National,2018,50,2.6411
Region 1,2018,51,2.38787
Region 2,2018,51,4.43811
Region 3,2018,51,2.42371
Region 4,2018,51,3.21808
Region 5,2018,51,2.23118
Region 6,2018,51,4.62906
Region 7,2018,51,2.38016
Region 8,2018,51,3.92155
Region 9,2018,51,3.10327
Region 10,2018,51,1.19609
National,2018,51,3.13478
Region 1,2018,52,3.28271
Region 2,2018,52,4.94003
Region 3,2018,52,3.02437
Region 4,2018,52,4.06279
Region 5,2018,52,3.03088
Region 6,2018,52,6.04089
Region 7,2018,52,4.34515
Region 8,2018,52,5.37214
Region 9,2018,52,3.44337
Region 10,2018,52,1.64264
National,2018,52,3.96538
Region 1,2019,1,3.18242
Region 2,2019,1,4.67007
Region 3,2019,1,3.0555
Region 4,2019,1,3.35579
Region 5,2019,1,2.40224
Region 6,2019,1,4.91464
Region 7,2019,1,3.22125
Region 8,2019,1,4.42326
Region 9,2019,1,3.368
Region 10,2019,1,1.68617
National,2019,1,3.45972
Region 1,2019,2,3.42535
Region 2,2019,2,4.10228
Region 3,2019,2,2.70743
Region 4,2019,2,2.67241
Region 5,2019,2,2.20503
Region 6,2019,2,4.3825
Region 7,2019,2,2.54642
Region 8,2019,2,3.83922
Region 9,2019,2,3.2638
Region 10,2019,2,1.5756
National,2019,2,3.07558
Region 1,2019,3,3.55477
Region 2,2019,3,4.70337
Region 3,2019,3,3.00594
Region 4,2019,3,3.04234
Region 5,2019,3,2.26915
Region 6,2019,3,5.11485
Region 7,2019,3,3.18698
Region 8,2019,3,3.68283
Region 9,2019,3,2.93974
Region 10,2019,3,1.77233
National,2019,3,3.3258
Region 1,2019,4,3.57481
Region 2,2019,4,4.92727
Region 3,2019,4,3.42145
Region 4,2019,4,4.00237
Region 5,2019,4,2.37917
Region 6,2019,4,6.47652
Region 7,2019,4,3.25411
Region 8,2019,4,3.88763
Region 9,2019,4,2.93347
Region 10,2019,4,2.18975
National,2019,4,3.79773
Region 1,2019,5,3.58926
Region 2,2019,5,4.89391
Region 3,2019,5,3.61022
Region 4,2019,5,4.82199
Region 5,2019,5,2.49584
Region 6,2019,5,8.17457
Region 7,2019,5,4.03294
Region 8,2019,5,4.57775
Region 9,2019,5,3.30002
Region 10,2019,5,2.54886
National,2019,5,4.34227
Region 1,2019,6,3.89612
Region 2,2019,6,5.07658
Region 3,2019,6,4.22377
Region 4,2019,6,5.94921
Region 5,2019,6,2.30078
Region 6,2019,6,9.80356
Region 7,2019,6,4.03202
Region 8,2019,6,4.96749
Region 9,2019,6,3.30947
Region 10,2019,6,3.03255
National,2019,6,4.86953
Region 1,2019,7,3.7116
Region 2,2019,7,5.24199
Region 3,2019,7,4.46423
Region 4,2019,7,5.73582
Region 5,2019,7,2.48425
Region 6,2019,7,10.0847
Region 7,2019,7,4.41464
Region 8,2019,7,5.56349
Region 9,2019,7,3.67499
Region 10,2019,7,3.49716
National,2019,7,5.03689
Region 1,2019,8,3.60201
Region 2,2019,8,4.89984
Region 3,2019,8,4.63998
Region 4,2019,8,5.09036
Region 5,2019,8,2.91274
Region 6,2019,8,9.40721
Region 7,2019,8,5.26389
Region 8,2019,8,5.86631
Region 9,2019,8,3.55026
Region 10,2019,8,3.15417
National,2019,8,4.8812
Region 1,2019,9,3.19202
Region 2,2019,9,4.23651
Region 3,2019,9,4.39673
Region 4,2019,9,4.07313
Region 5,2019,9,3.03561
Region 6,2019,9,9.18188
Region 7,2019,9,4.85796
Region 8,2019,9,5.58335
Region 9,2019,9,3.67541
Region 10,2019,9,3.00456
National,2019,9,4.54791
Region 1,2019,10,3.06531
Region 2,2019,10,3.99885
Region 3,2019,10,4.24765
Region 4,2019,10,3.71192
Region 5,2019,10,3.30287
Region 6,2019,10,8.24588
Region 7,2019,10,5.11223
Region 8,2019,10,5.69172
Region 9,2019,10,3.56668
Region 10,2019,10,3.52803
National,2019,10,4.3762
Region 1,2019,11,2.7549
